"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 06 18:33:38 GMT+06:00 2022","Fri May 06 18:34:20 GMT+06:00 2022","42205","","lesson61.AfishaTest","","lesson61.AfishaTest","loginTest","loginTest()","Авторизация на сайте днс"
